Instance,#cols,#rows,DLX,DXZ,D3X,DXD_S,DXD_M,IDXD_S,IDXD_M,MDLX,sharpSAT-TD,ExactMC,Solutions,Max Blocks,|ZDD|,|DNNF|
grafo1924.94.txt,,,,,,,,,0.1223,,,,625,5,,153
grafo1927.43.txt,,,,,,,,,0.6867,,,,673536864,6,,569
grafo193.97.txt,,,,,,,,,0.1617,,,,16900,7,,221
grafo1932.29.txt,,,,,,,,,1.3238,,,,9085926246051600,8,,1324
grafo1942.55.txt,,,,,,,,,0.1937,,,,21875,6,,235
grafo1947.54.txt,,,,,,,,,0.3165,,,,868000,9,,331
grafo1948.20.txt,,,,,,,,,0.2172,,,,609375,9,,319
grafo1958.22.txt,,,,,,,,,0.1475,,,,500000,8,,305
grafo196.32.txt,,,,,,,,,0.3259,,,,11407500,10,,386
grafo1962.35.txt,,,,,,,,,0.3754,,,,31050,6,,251
grafo1964.82.txt,,,,,,,,,0.3159,,,,473850,9,,327
grafo1968.88.txt,,,,,,,,,0.2188,,,,390625,8,,303
grafo1969.60.txt,,,,,,,,,0.6425,,,,70350000,7,,581
grafo1974.88.txt,,,,,,,,,0.2063,,,,975,4,,172
grafo1976.78.txt,,,,,,,,,0.1397,,,,438750,9,,316
grafo1980.15.txt,,,,,,,,,0.4559,,,,161020000,6,,612
grafo1981.46.txt,,,,,,,,,0.3363,,,,524265000,8,,570
grafo1982.60.txt,,,,,,,,,0.2615,,,,334276875,9,,600
grafo1986.51.txt,,,,,,,,,0.2458,,,,20625,6,,231
grafo1987.55.txt,,,,,,,,,0.2691,,,,850,5,,162
grafo1989.86.txt,,,,,,,,,0.1691,,,,700,4,,149
grafo1991.20.txt,,,,,,,,,0.2624,,,,625,5,,157
grafo1994.50.txt,,,,,,,,,0.2284,,,,15625,6,,221
grafo1999.21.txt,,,,,,,,,0.6239,,,,8901250,6,,597
grafo200.67.txt,,,,,,,,,0.2147,,,,406250,9,,302
grafo2002.57.txt,,,,,,,,,0.1766,,,,27500,6,,264
grafo2007.66.txt,,,,,,,,,0.7264,,,,30544375,7,,659
grafo2011.47.txt,,,,,,,,,0.1171,,,,625,5,,155
grafo2024.25.txt,,,,,,,,,0.2527,,,,2928744,6,,480
grafo2029.87.txt,,,,,,,,,0.7598,,,,1890918,5,,499
grafo2035.93.txt,,,,,,,,,0.2682,,,,390625,9,,307
grafo2040.91.txt,,,,,,,,,0.1742,,,,126000,5,,346
grafo2058.90.txt,,,,,,,,,0.1865,,,,1870,5,,195
grafo206.83.txt,,,,,,,,,0.3253,,,,607600,8,,321
grafo2060.38.txt,,,,,,,,,0.2266,,,,625,4,,150
grafo2064.60.txt,,,,,,,,,0.2451,,,,14468125,7,,430
grafo2065.22.txt,,,,,,,,,0.3841,,,,10500000,10,,379
grafo2072.64.txt,,,,,,,,,0.2841,,,,13213125,10,,394
grafo2076.54.txt,,,,,,,,,0.2872,,,,4421200,6,,433
grafo2080.89.txt,,,,,,,,,1.1974,,,,32922600,4,,616
grafo2082.19.txt,,,,,,,,,0.3306,,,,661150,4,,439
grafo2083.59.txt,,,,,,,,,0.2416,,,,2280850,8,,397
grafo2084.22.txt,,,,,,,,,1.4534,,,,281834786829375,10,,1129
grafo2086.80.txt,,,,,,,,,0.3049,,,,37700,6,,290
grafo2088.76.txt,,,,,,,,,0.1735,,,,676,4,,157
grafo2089.37.txt,,,,,,,,,0.2825,,,,18347238,6,,544
grafo2096.15.txt,,,,,,,,,0.2940,,,,734375,9,,339
grafo2101.28.txt,,,,,,,,,0.1875,,,,18750,6,,225
grafo2102.43.txt,,,,,,,,,0.5220,,,,262287000000,10,,946
grafo2106.55.txt,,,,,,,,,0.7179,,,,10030103775,6,,847
grafo2109.76.txt,,,,,,,,,0.1902,,,,21870,7,,228
grafo2119.66.txt,,,,,,,,,0.0946,,,,15625,7,,238
grafo2124.32.txt,,,,,,,,,0.1119,,,,650,4,,140
grafo2127.67.txt,,,,,,,,,0.4386,,,,408702500,6,,582
grafo2130.25.txt,,,,,,,,,0.2528,,,,17550,6,,233
grafo2132.99.txt,,,,,,,,,0.3126,,,,556875,9,,319
grafo2133.53.txt,,,,,,,,,0.1733,,,,650,4,,157
grafo2137.98.txt,,,,,,,,,0.5178,,,,62127,4,,397
grafo2139.51.txt,,,,,,,,,0.2606,,,,525000,8,,314
grafo2141.79.txt,,,,,,,,,0.2633,,,,58736600,10,,487
grafo2142.46.txt,,,,,,,,,0.2860,,,,527800,8,,314
grafo2145.32.txt,,,,,,,,,0.4326,,,,113346121500,9,,873
grafo215.75.txt,,,,,,,,,0.2074,,,,503750,8,,317
grafo2152.60.txt,,,,,,,,,0.3087,,,,12214800,10,,383
grafo2160.42.txt,,,,,,,,,0.1061,,,,625,4,,147
grafo2163.57.txt,,,,,,,,,0.2053,,,,700,5,,162
grafo2167.15.txt,,,,,,,,,0.3434,,,,50606250,9,,557
grafo2168.100.txt,,,,,,,,,0.2347,,,,1875,5,,193
grafo217.11.txt,,,,,,,,,0.3692,,,,138008,5,,404
grafo2173.47.txt,,,,,,,,,0.3708,,,,526738240000,10,,861
grafo2176.44.txt,,,,,,,,,0.2351,,,,546875,9,,322
grafo2184.42.txt,,,,,,,,,0.3474,,,,3004400,8,,388
grafo2185.47.txt,,,,,,,,,0.0862,,,,12075,4,,264
grafo2188.47.txt,,,,,,,,,0.2755,,,,438750,8,,306
grafo2191.67.txt,,,,,,,,,0.4292,,,,250493750,8,,612
grafo2193.59.txt,,,,,,,,,0.1488,,,,625,5,,155
grafo2200.88.txt,,,,,,,,,0.2349,,,,11718750,10,,369
grafo2203.72.txt,,,,,,,,,0.2512,,,,263125,7,,382
grafo2207.65.txt,,,,,,,,,0.2042,,,,56700,7,,322
grafo2212.54.txt,,,,,,,,,0.4239,,,,10024504,6,,605
grafo2216.78.txt,,,,,,,,,0.1785,,,,16875,6,,231
grafo2229.82.txt,,,,,,,,,0.2483,,,,9375000,10,,374
grafo2231.20.txt,,,,,,,,,0.3574,,,,4857300,8,,449
grafo2236.48.txt,,,,,,,,,0.5328,,,,189573750,8,,589
grafo2242.54.txt,,,,,,,,,0.1974,,,,2825,5,,266
grafo2243.65.txt,,,,,,,,,0.3363,,,,13540800,10,,416
grafo2244.16.txt,,,,,,,,,0.8127,,,,1645366885344,10,,940
grafo2246.93.txt,,,,,,,,,1.2901,,,,549273074688,10,,911
grafo2247.50.txt,,,,,,,,,0.1747,,,,728,5,,169
grafo225.45.txt,,,,,,,,,0.3138,,,,542500,8,,304
grafo2253.24.txt,,,,,,,,,0.2232,,,,37800,6,,228
grafo2259.40.txt,,,,,,,,,0.5170,,,,2296238750,8,,720
grafo226.41.txt,,,,,,,,,0.1598,,,,29000,7,,269
grafo2265.15.txt,,,,,,,,,0.2489,,,,94575,5,,373
grafo2266.49.txt,,,,,,,,,0.1500,,,,132340,5,,346
grafo2267.10.txt,,,,,,,,,1.2404,,,,2402969166,9,,773
grafo2268.73.txt,,,,,,,,,0.2052,,,,650,4,,145
grafo2270.67.txt,,,,,,,,,0.1267,,,,650,4,,160
grafo2275.47.txt,,,,,,,,,0.9656,,,,2891036772,6,,702
grafo228.58.txt,,,,,,,,,0.0944,,,,676,4,,152
grafo2284.84.txt,,,,,,,,,0.3407,,,,3942968750,10,,624
grafo2285.76.txt,,,,,,,,,0.4272,,,,995000,6,,485
grafo2287.90.txt,,,,,,,,,0.2063,,,,22740,4,,279
grafo2291.34.txt,,,,,,,,,0.2296,,,,360600,4,,344
grafo2300.41.txt,,,,,,,,,0.2565,,,,45967500,9,,475
grafo2309.31.txt,,,,,,,,,0.2301,,,,675,5,,163
grafo232.90.txt,,,,,,,,,0.3255,,,,3125,4,,290
grafo2321.73.txt,,,,,,,,,0.1367,,,,1836,5,,234
grafo2322.35.txt,,,,,,,,,0.3162,,,,466784,4,,429
grafo2323.45.txt,,,,,,,,,,,,,,,,
grafo2325.51.txt,,,,,,,,,0.7106,,,,177350175,6,,647
grafo2335.94.txt,,,,,,,,,0.4709,,,,8605197,6,,577
