SharpSAT-TD求解器实验结果
文件名,运行时间(秒),模型计数
grafo954.80,124.240197915,10998
grafo9559.16,202.099025849,14152320
grafo9561.43,58.127105423,15625
grafo9564.29,97.397281101,34500
grafo957.50,215.803945104,731250
grafo9585.30,163.342045786,702
grafo958.67,171.751771939,13879375000
grafo9587.73,299.670957956,21515625
grafo9589.37,247.397001664,12788750
grafo9590.53,85.173914512,14820624
grafo9601.68,214.998691507,1826550
grafo9602.33,95.20902570200001,468750
grafo9612.57,171.08754669,700
grafo9613.14,37.618549268,18252
grafo9615.75,230.117159266,17804785625
grafo961.63,94.19665390500001,18200
grafo9618.12,233.984146137,2885047200
grafo9622.20,91.225874276,9435
grafo9623.76,184.93527323,92621750
grafo9624.98,61.561135866,675
grafo9644.62,103.108127683,15625
grafo9652.24,212.985164602,601250
grafo9655.82,197.834997242,1469375
grafo9658.30,287.930467738,1070189250
grafo9660.81,141.145699201,23360895625
grafo9662.59,207.298816178,686400
grafo9666.21,227.240038314,1996150
grafo9671.19,37.404434056,775
grafo9673.61,193.61943864,511056
grafo9677.85,276.052031754,3232138
grafo9695.43,62.870819793,625
grafo969.84,190.440878858,80851628
grafo9715.16,51.063877237,825
grafo9720.92,68.353384836,15625
grafo972.21,73.809471436,18125
grafo9728.82,58.434663797,625
grafo9729.21,265.919975819,3698964893750
grafo9738.90,28.927911062,675
grafo9741.100,221.660620212,496600000
grafo9744.100,116.579805501,28125
grafo9749.62,100.815972715,63880800
grafo9750.91,65.061707365,15625
grafo9751.31,209.008464622,397640100
grafo9754.47,110.468780551,128125
grafo9757.76,224.55323069,10968750
grafo9769.64,183.931783178,18125
grafo9774.14,36.191163233,650
grafo9777.75,40.26453169,625
grafo9781.44,182.330654105,650
grafo978.44,198.064281137,225491500
grafo9788.26,244.359805175,51350
grafo9790.62,295.662920474,2159611372800
grafo9792.99,28.683189232,800
grafo979.60,185.520300748,717500
grafo980.41,170.95989572,625
grafo9804.60,193.269859205,15625
grafo9809.44,133.639049506,1976
grafo9810.75,309.915449084,295709400
grafo9813.71,124.581920912,151380000
grafo9816.21,75.69257070099999,1550
grafo9827.51,125.827401854,438750
grafo9829.83,105.621906873,1344
grafo9830.46,29.327240082,675
grafo9831.73,74.746710937,16250
grafo9832.58,185.518175007,17500
grafo9847.21,175.574833354,18225
grafo9850.80,292.128942934,106431079954200
grafo9853.86,199.571155398,18200
grafo9855.90,254.12450554,20880000
grafo9856.24,118.581804178,1000
grafo9858.14,204.853720719,437500
grafo9859.100,69.785590454,15625
grafo9861.15,154.459135311,580280633100
grafo9863.40,195.3565243,20300
grafo9866.55,78.276514979,15625
grafo9868.61,48.816512126,18900
grafo9871.87,273.954164366,16273580468750
grafo9872.63,167.810726111,675
grafo987.32,175.614159722,15625
grafo9874.40,225.03063827,6517800
grafo9876.29,170.387106758,750
grafo9877.26,228.14417322,929500
grafo9884.31,237.725020981,3425711250
grafo988.58,22.276568883,676
grafo9886.87,32.092314636,625
grafo9887.38,33.127619313,625
grafo9900.24,70.09555270600001,1008
grafo9906.12,88.35863897599999,10275
grafo9929.85,169.90779808,650
grafo9931.30,305.865484852,14536108125
grafo993.75,200.501507882,455000
grafo9937.96,294.788319215,4428648000
grafo9938.21,234.108791029,16721400
grafo994.52,53.282812663,18225
grafo9950.26,234.901444873,1492740
grafo9956.52,301.422990281,11431250000
grafo9959.19,191.628987451,650
grafo9961.64,91.460034079,390625
grafo9963.61,215.553464429,507500
grafo9968.100,103.798635518,160000
grafo997.13,53.842569302,625
grafo9972.63,308.941136077,32260020
grafo9974.100,145.439768571,69591325
grafo9981.12,363.373814028,14537086200
grafo9984.44,36.194580193,975
grafo9990.60,204.243932195,11812500
grafo9997.44,192.895085306,509600
